country,description,points,price,province,region_1,variety
US,"This light-bodied wine is a bit sweet and sugary, balanced by crisp apple flavors and a tangy touch of acidity. It's good and thirst-quenching.",85,24,California,Mendocino Ridge,Riesling
US,"This light-colored and light-bodied wine combines an earthy, metallic aroma with mildly fruity, candied flavors. Its texture is mild and smooth.",84,11,California,California,Merlot
US,"This lighter-style wine provides a break from your average California red and offers fruit flavors reminiscent of cranberries and dried cherries and a lean, lively texture with moderate tannins. It's medium bodied, not too ripe, and very well balanced to match with Italian food.",86,13,California,Mendocino,Sangiovese
US,This lighter-style wine smells like baked apples and has a straightforward fruity flavor backed by crisp acidity. It's not oaky and has plenty of refreshing qualities without a big personality.,87,14,California,Mendocino County,Chardonnay
US,"This light-footed Riesling is restrained in fruit, offering subtle hints of lemon and pear, but its slightly chalky, dusty mineral tone is exhilarating. Its delicately semisweet, with a fresh tangerine finish.",88,25,New York,Finger Lakes,Riesling
US,"This light-footed Riesling is restrained in fruit, offering subtle hints of lemon and pear, but its slightly chalky, dusty mineral tone is exhilarating. Its delicately semisweet, with a fresh tangerine finish.",88,25,New York,Finger Lakes,Riesling
US,"This lightly built wine is fully expressive, with floral aromas and bright layers of black cherry, peppery clove and toasted oak. Balanced and unhindered, it will work well at the table.",90,98,California,Russian River Valley,Cabernet Sauvignon
US,"This lightly built wine is fully expressive, with floral aromas and bright layers of black cherry, peppery clove and toasted oak. Balanced and unhindered, it will work well at the table.",90,98,California,Russian River Valley,Cabernet Sauvignon
US,"This light-peach-colored wine brings appealing aromas of peppery spice, watermelon, citrus and herb. The flavors are dry and broad in feel, with a pleasing lick of acidity that keeps the interest high.",90,18,Washington,Columbia Valley (WA),Cabernet Franc
US,"This lightweight wine has almost neutral aromas, light banana cream-like flavors butter and a soft texture. It's a curious confection from a usually crisp and zingy varietal.",84,28,California,Amador County,Sauvignon Blanc
US,"This lightweight Zin offers an interesting mix of spices, with hints of cocoa adding complexity to the finish.",86,19,Oregon,Applegate Valley,Zinfandel
US,"This limited production wine advances the proposition that Pinot Gris can be substantial, complex and at least as ageworthy as the better Oregon Chardonnays. The mix of melon, white peach and lemon zest flavors, with compelling minerality, may inspire some additional cellar time. Drink now through 2024.",92,22,Oregon,Oregon,Pinot Gris
US,"This limited reserve incorporates the best of 82 different lots, some done in stainless steel, some in neutral oak, and some in concrete eggs. Phenomenal concentration reveals a wine packed with powerful fruit flavors that cover the spectrum of citrus, apple, peach and pear. The luscious combination is supported with natural acidity and an underlying minerality. It's deep, long and satisfying, with the structure to age for decades.",95,32,Oregon,Willamette Valley,Riesling
US,"This limited-production Chardonnay has the scents and flavors of just-baked, well-buttered biscuits. The fruit is a mix of peaches and pears, but the barrel influences—fermentation was done in 20% new French oak—have not quite settled into a seamless whole. That raw edge should smooth out with further time in bottle.",86,29,Oregon,Willamette Valley,Chardonnay
US,"This limited-production Chardonnay has the scents and flavors of just-baked, well-buttered biscuits. The fruit is a mix of peaches and pears, but the barrel influences—fermentation was done in 20% new French oak—have not quite settled into a seamless whole. That raw edge should smooth out with further time in bottle.",86,29,Oregon,Willamette Valley,Chardonnay
US,"This limited-production wine is a bit tough and awkward now, but may turn the corner in the cellar after 2009. It's softly dry and tannic, with herb-infused cherry and currant flavors.",85,38,California,Alexander Valley,Cabernet Sauvignon
US,"This limited-production wine was fermented in a 500 liter French oak puncheon and put through full malolactic. The mouthfeel is creamy and the wine balanced, with buttery highlights around jicama and green-apple fruit. Despite the low alcohol, it's ripe enough to feel full bodied.",90,50,Oregon,Willamette Valley,Chardonnay
US,"This little gem is sourced entirely from the Klipsun Vineyard, and it's the sort of wine that will wake up the sleepiest palate. A mass of fig, honeycomb, lemon rind and pith, it has wonderful focus, balance, length and concentration.",92,19,Washington,Red Mountain,Semillon-Sauvignon Blanc
US,"This lively Riesling offers aromas of citrus, apricot and honey, followed by layers of white fruit, spice and pepper. The wine has a slightly sweet fruity character but it's balanced by acid and minerals. A fun but impressive Riesling.",87,14,New York,Finger Lakes,Riesling
US,"This lively, 100% Sauvignon Blanc sports fresh flavors of grapefruit, lemon meringue and quinine—much like a cool-climate Viognier. Racy and fresh, it was mostly stainless-steel fermented, and is young enough to capture a bit of spritz in the mouthfeel.",89,18,Washington,Columbia Valley (WA),Sauvignon Blanc
US,"This Livermore producer has sourced from Livermore and Amador County—both Portuguese varieties and Cabernet Sauvignon—to make this Port-style wine, a mouthful of caramel toffee melted and toasty. A hint of marshmallow's there too.",85,40,California,California,Port
US,"This Livermore Valley Merlot has a smooth, seductive aroma of cinnamon spice and clove upon opening, followed by rich notes of dark velvety plum. Long on the finish, it's a classically mannered California Merlot ready for the dinner table or to sip on its own.",89,25,California,Livermore Valley,Merlot
US,"This longtime winemaking family uses an old-style label on this bottling of the classic Italian grape, which spent 24 months on American oak. Rusty bloody aromas of cranberry, peppercorn and carnation lead into a palate framed by stiff tannins and strong acidity. Red-fruit flavors mix with woody spice, and the finish is sticky, showing that this wine is still very young.",89,40,California,Santa Cruz Mountains,Nebbiolo
US,"This looks deep and dark, smells like Port and tastes almost as rich as that. However, it's dry and not too high in alcohol, although the aroma and flavor of superripe grapes is similar. While bold in flavor and relatively big in texture, it's pretty smooth overall.",87,24,California,Sierra Foothills,Malbec
US,"This lovely blend of Sauvignon Blanc, and 14% Roussanne, is as crisp and fresh as its name implies. Bright fruit flavors of lemon, lime, orange and pineapple speak to the success of this unusual blend. It's a bracing, palate-cleansing white wine that will be appealing all year round.",90,10,Washington,Columbia Valley (WA),Sauvignon Blanc
US,"This lovely wine has a great depth of decadent, succulent aromas of citrus and apple blossom, that explode around tangy acidity. Pear, quince and lemongrass-ginger spice dot the palate in measured, beautiful ways, finishing balanced and crisp.",91,45,California,Carneros,Chardonnay
US,"This lovely wine has a great depth of decadent, succulent aromas of citrus and apple blossom, that explode around tangy acidity. Pear, quince and lemongrass-ginger spice dot the palate in measured, beautiful ways, finishing balanced and crisp.",91,45,California,Carneros,Chardonnay
US,"This lovely wine shows perfect physiological ripeness, with high acidity intact. Melon and white peach fruit flavors anchor a snappy, fresh, all-stainless style.",90,19,Oregon,Willamette Valley,Pinot Blanc
US,"This lovely, full-bodied white offers generous caramel apple and baked pear flavors cradled in toasted oak that brings nutmeg and vanilla aspects. The rich roundness finds refreshment on the finish in stony acidity.",90,65,California,Russian River Valley,Chardonnay
US,"This lovely, full-bodied white offers generous caramel apple and baked pear flavors cradled in toasted oak that brings nutmeg and vanilla aspects. The rich roundness finds refreshment on the finish in stony acidity.",90,65,California,Russian River Valley,Chardonnay
US,"This lovely, single-vineyard Sauvignon Blanc showcases bright, ripe fruit with crisp acidity, and manages to finish dry. It's creamy textured, packed with lemon, lime and pink grapefruit flavors, and richer notes of melons, figs, wild honey, vanilla and smoke.",90,21,California,Sonoma County,Sauvignon Blanc
